insider_name,relationship_to_issuer,shares_bought,trade_date,transaction_type,shares,price_per_share,shares_owned_after_transaction,total_value,avg_book_price
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2023,S,0.0,329.3014,807944.853,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2023,S,0.0,330.2249,806619.853,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2023,S,0.0,331.2377,800667.853,0.0,0.0
Young Christopher David,"EVP, Business Development",0.0,08/31/2023,A,0.0,0.0,124376.7169,0.0,0.0
Young Christopher David,"EVP, Business Development",-16150.191,08/31/2023,F,16150.191,328.79,0.0,5310021.29889,0.0
SMITH BRADFORD L,President,-1563.466,08/30/2023,F,1563.466,328.41,586520.2769,513457.86906,0.8754307212937892
SMITH BRADFORD L,President,0.0,08/31/2023,A,0.0,0.0,627283.2769,0.0,0.0
SMITH BRADFORD L,President,-21805.166,08/31/2023,F,21805.166,328.79,605478.1109,7169320.529140001,11.840759228245787
Nadella Satya,"Director, Chief Executive Officer",-4220.646,08/30/2023,F,4220.646,328.41,776793.989,1386102.35286,1.7843886184603317
Nadella Satya,"Director, Chief Executive Officer",0.0,08/31/2023,A,0.0,0.0,890020.989,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-46467.136,08/31/2023,F,46467.136,328.79,843553.853,15277929.645440001,18.11138623942721
Jolla Alice L.,Chief Accounting Officer,-84.732,08/30/2023,F,84.732,328.41,65144.6586,27826.836120000004,0.4271545314384379
Jolla Alice L.,Chief Accounting Officer,-618.798,08/31/2023,F,618.798,328.79,64525.8606,203454.59442,3.153070606546858
Jolla Alice L.,Chief Accounting Officer,0.0,08/31/2023,A,0.0,0.0,70139.8606,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-2000.758,08/30/2023,F,2000.758,328.41,472314.55,657068.93478,1.3911680992677444
Hood Amy,"EVP, Chief Financial Officer",0.0,08/31/2023,A,0.0,0.0,519223.55,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-24805.994,08/31/2023,F,24805.994,328.79,494417.556,8155962.76726,16.49610267330394
Hogan Kathleen T,"EVP, Human Resources",-760.622,08/30/2023,F,760.622,328.41,216237.4696,249795.87102,1.1551923516404299
Hogan Kathleen T,"EVP, Human Resources",0.0,08/31/2023,A,0.0,0.0,234839.4696,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",-9756.395,08/31/2023,F,9756.395,328.79,0.0,3207805.11205,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-831.482,08/30/2023,F,831.482,328.41,88496.3862,273067.00362000003,3.085628864017953
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,08/31/2023,A,0.0,0.0,103541.3862,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-8042.895,08/31/2023,F,8042.895,328.79,0.0,2644423.4470500005,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-1172.447,08/30/2023,F,1172.447,328.41,116284.025,385043.31927,3.311231437594287
Althoff Judson,"EVP, Chief Commercial Officer",0.0,08/31/2023,A,0.0,0.0,145400.025,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-16298.804,08/31/2023,F,16298.804,328.79,129101.221,5358883.76716,41.50916409349839
List Teri,Director,-91.0,08/04/2023,G,91.0,0.0,84.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1282.0,0.0,0.0
SMITH BRADFORD L,Vice Chair and President,-28962.0,08/01/2023,S,28962.0,336.8867,609032.7836,9756912.6054,16.020340559873926
SMITH BRADFORD L,Vice Chair and President,-21038.0,08/01/2023,S,21038.0,337.6363,0.0,7103192.479400001,0.0
Jolla Alice L.,Chief Accounting Officer,-177.469,07/17/2023,F,177.469,345.24,65229.3906,61269.39756,0.9392912764694754
WARRIOR PADMASREE,Director,0.0,06/13/2023,A,0.0,0.0,13466.0,0.0,0.0
Walmsley Emma N,Director,0.0,06/13/2023,A,0.0,0.0,9628.898,0.0,0.0
Walmsley Emma N,Director,-52.501,06/13/2023,F,52.501,334.29,9576.397,17550.55929,1.8326891930232214
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
STANTON JOHN W,Director,0.0,06/13/2023,A,0.0,0.0,77324.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,06/13/2023,A,0.0,0.0,43311.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,06/13/2023,A,0.0,0.0,1019.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,438.0,0.0,0.0
Johnston Hugh F,Director,0.0,06/13/2023,A,0.0,0.0,7268.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
WARRIOR PADMASREE,Director,0.0,,,0.0,0.0,13291.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,844.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,438.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-7610.0,06/07/2023,G,7610.0,0.0,781014.635,0.0,0.0
List Teri,Director,-1250.0,06/02/2023,S,1250.0,334.7701,874.0,418462.625,478.79018878718534
List Teri,Director,-30.0,06/05/2023,G,30.0,0.0,844.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,438.0,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-83.992,05/30/2023,F,83.992,332.89,65738.2546,27960.09688,0.4253246005713088
Jolla Alice L.,Chief Accounting Officer,-331.395,05/31/2023,F,331.395,331.21,65406.8596,109761.33794999999,1.6781319057550346
Capossela Christopher C,"EVP, Chief Marketing Officer",-5000.0,05/18/2023,S,5000.0,316.8707,89327.8682,1584353.5,17.736385429603256
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-1620.0,05/16/2023,G,1620.0,0.0,99408.8682,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-5081.0,05/16/2023,S,5081.0,312.5416,94327.8682,1588023.8696,16.835150628369657
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-5000.0,05/09/2023,S,5000.0,308.705,105205.8682,1543525.0,14.671472479707173
Capossela Christopher C,"EVP, Chief Marketing Officer",-4177.0,05/10/2023,S,4177.0,312.905,101028.8682,1307004.1849999998,12.93693781081079
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-5000.0,05/05/2023,S,5000.0,310.05,0.0,1550250.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-30000.0,05/01/2023,S,30000.0,306.09,117456.472,9182700.0,78.17960001386727
Jolla Alice L.,Chief Accounting Officer,-177.469,04/17/2023,F,177.469,286.14,66822.2466,50780.97966,0.7599412208328835
WARRIOR PADMASREE,Director,0.0,,,0.0,0.0,13291.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,2124.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,438.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Young Christopher David,"EVP, Business Development",-1845.705,02/28/2023,F,1845.705,250.16,99105.7169,461721.56279999996,4.658879197310967
Young Christopher David,"EVP, Business Development",0.0,,,0.0,0.0,1500.0,0.0,0.0
SMITH BRADFORD L,President and Vice Chair,-3951.672,02/28/2023,F,3951.672,250.16,637994.7836,988550.26752,1.5494644986623995
Nadella Satya,"Director, Chief Executive Officer",-5760.811,02/28/2023,F,5760.811,250.16,793391.635,1441124.47976,1.8164099748291398
Nadella Satya,"Director, Chief Executive Officer",-0.0,02/28/2023,S,0.0,248.88,788624.635,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-414.96,02/28/2023,F,414.96,250.16,65999.7156,103806.3936,1.572830922925977
Hood Amy,"EVP, Chief Financial Officer",-5008.692,02/28/2023,F,5008.692,250.16,474315.308,1252974.39072,2.641648645082313
Hogan Kathleen T,"EVP, Human Resources",-2068.509,02/28/2023,F,2068.509,250.16,216998.0916,517458.21144,2.3846210241970622
Capossela Christopher C,"EVP, Chief Marketing Officer",-1229.084,02/28/2023,F,1229.084,250.16,115132.6419,307467.65344,2.6705515340041894
Althoff Judson,"EVP, Chief Commercial Officer",-2590.669,02/28/2023,F,2590.669,250.16,147456.472,648081.7570399999,4.39507163198642
Capossela Christopher C,"EVP, Chief Marketing Officer",-1000.0,02/13/2023,S,1000.0,272.3233,116361.7259,272323.30000000005,2.3403167828056426
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-1000.0,02/09/2023,S,1000.0,269.38,0.0,269380.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
WARRIOR PADMASREE,Director,0.0,01/31/2023,A,0.0,0.0,13291.0,0.0,0.0
Walmsley Emma N,Director,0.0,01/31/2023,A,0.0,0.0,9524.998,0.0,0.0
Walmsley Emma N,Director,-71.1,01/31/2023,F,71.1,247.81,9453.898,17619.290999999997,1.8637064838228632
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
STANTON JOHN W,Director,0.0,01/31/2023,A,0.0,0.0,77149.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,01/31/2023,A,0.0,0.0,43136.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,01/31/2023,A,0.0,0.0,2124.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,438.0,0.0,0.0
Johnston Hugh F,Director,0.0,01/31/2023,A,0.0,0.0,7093.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-200.926,01/17/2023,F,200.926,239.23,66414.6756,48067.526979999995,0.7237485773400358
Jolla Alice L.,Chief Accounting Officer,-264.433,12/15/2022,F,264.433,257.22,66615.6016,68017.45626,1.0210439390522597
Capossela Christopher C,"EVP, Chief Marketing Officer",-4081.0,12/09/2022,G,4081.0,0.0,117057.7259,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
WARRIOR PADMASREE,Director,0.0,12/12/2022,A,0.0,0.0,13054.0,0.0,0.0
Walmsley Emma N,Director,0.0,12/12/2022,A,0.0,0.0,9357.899,0.0,0.0
Walmsley Emma N,Director,-66.901,12/12/2022,F,66.901,252.51,9290.998,16893.17151,1.8182300232978201
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
STANTON JOHN W,Director,0.0,12/12/2022,A,0.0,0.0,76912.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,12/12/2022,A,0.0,0.0,42899.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,12/12/2022,A,0.0,0.0,1887.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,438.0,0.0,0.0
Johnston Hugh F,Director,0.0,12/12/2022,A,0.0,0.0,6856.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
WARRIOR PADMASREE,Director,0.0,,,0.0,0.0,12821.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1654.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,438.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-1400.0,12/01/2022,S,1400.0,251.6071,172791.141,352249.94,2.038587962099284
Althoff Judson,"EVP, Chief Commercial Officer",-2815.0,12/01/2022,S,2815.0,252.5761,169976.141,711001.7215,4.182950132395346
Althoff Judson,"EVP, Chief Commercial Officer",-4541.0,12/01/2022,S,4541.0,253.4161,165435.141,1150762.5101,6.955973822393635
Althoff Judson,"EVP, Chief Commercial Officer",-6802.0,12/01/2022,S,6802.0,254.4833,158633.141,1730995.4066,10.911940567324454
Althoff Judson,"EVP, Chief Commercial Officer",-8186.0,12/01/2022,S,8186.0,255.5211,150447.141,2091695.7245999998,13.903193578135193
Althoff Judson,"EVP, Chief Commercial Officer",-400.0,12/01/2022,S,400.0,256.0463,150047.141,102418.51999999999,0.6825756180186064
Jolla Alice L.,Chief Accounting Officer,-414.647,11/30/2022,F,414.647,240.33,66880.0346,99652.11351000001,1.4900128880914187
Young Christopher David,"EVP, Business Development",-10303.22,11/11/2022,F,10303.22,242.98,0.0,2503476.3956,0.0
Jolla Alice L.,Chief Accounting Officer,-177.469,10/17/2022,F,177.469,228.56,67294.682,40562.31464,0.6027566136652521
Young Christopher David,"EVP, Business Development",0.0,09/19/2022,A,0.0,0.0,111200.0005,0.0,0.0
SMITH BRADFORD L,President/Chief Legal Officer,0.0,09/19/2022,A,0.0,0.0,641946.4556,0.0,0.0
Hood Amy,EVP & Chief Financial Officer,0.0,09/19/2022,A,0.0,0.0,479324.0,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",0.0,09/19/2022,A,0.0,0.0,219066.6006,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,09/19/2022,A,0.0,0.0,121138.7259,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",0.0,09/19/2022,A,0.0,0.0,174191.141,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-5000.0,09/12/2022,S,5000.0,266.2501,109836.7259,1331250.4999999998,12.12026750699057
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
WARRIOR PADMASREE,Director,0.0,,,0.0,0.0,12821.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,2092.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-75351.395,09/02/2022,S,75351.395,259.4655,445859.0,19551087.379372504,43.850381800911286
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2022,S,0.0,256.1627,840680.446,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2022,S,0.0,256.8175,831314.446,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2022,S,0.0,258.1669,816916.446,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2022,S,0.0,258.9257,802546.446,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2022,S,0.0,260.0665,799251.446,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-0.0,09/01/2022,S,0.0,260.74,799152.446,0.0,0.0
WARRIOR PADMASREE,Director,0.0,08/30/2022,A,0.0,0.0,12821.0,0.0,0.0
Walmsley Emma N,Director,0.0,08/30/2022,A,0.0,0.0,9191.799,0.0,0.0
Walmsley Emma N,Director,-66.9,08/30/2022,F,66.9,262.97,9124.899,17592.693000000003,1.9279876960829927
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
STANTON JOHN W,Director,0.0,08/30/2022,A,0.0,0.0,76679.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,08/30/2022,A,0.0,0.0,42666.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,08/30/2022,A,0.0,0.0,2092.0,0.0,0.0
Johnston Hugh F,Director,0.0,08/30/2022,A,0.0,0.0,6623.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Young Christopher David,"EVP, Business Development",-2612.866,08/31/2022,F,2612.866,262.97,0.0,687105.37202,0.0
SMITH BRADFORD L,President,-1557.923,08/30/2022,F,1557.923,265.23,582182.932,413207.91729,0.7097561515080624
SMITH BRADFORD L,President,0.0,08/31/2022,A,0.0,0.0,641644.932,0.0,0.0
SMITH BRADFORD L,President,-29416.585,08/31/2022,F,29416.585,262.97,0.0,7735679.357450001,0.0
Jolla Alice L.,Chief Accounting Officer,-84.361,08/30/2022,F,84.361,265.23,62018.0516,22375.068030000002,0.3607831502723314
Jolla Alice L.,Chief Accounting Officer,-505.901,08/31/2022,F,505.901,262.97,61512.1506,133036.78597000003,2.162772471330242
Jolla Alice L.,Chief Accounting Officer,0.0,08/31/2022,A,0.0,0.0,65674.1506,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,0.0,08/31/2022,A,0.0,0.0,67472.1506,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-4205.209,08/30/2022,F,4205.209,265.23,805440.038,1115347.58307,1.3847679907240966
Nadella Satya,"Director, Chief Executive Officer",0.0,08/31/2022,A,0.0,0.0,967018.038,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-70448.592,08/31/2022,F,70448.592,262.97,896569.446,18525866.238240004,20.663057748501508
Nadella Satya,"Director, Chief Executive Officer",-40366.0,08/11/2022,G,40366.0,0.0,856203.446,0.0,0.0
Nadella Satya,"Director, Chief Executive Officer",-52.0,08/12/2022,G,52.0,0.0,856151.446,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-1999.328,08/30/2022,F,1999.328,265.23,484223.727,530281.76544,1.095117268881787
Hood Amy,"EVP, Chief Financial Officer",0.0,08/31/2022,A,0.0,0.0,556610.727,0.0,0.0
Hood Amy,"EVP, Chief Financial Officer",-35400.332,08/31/2022,F,35400.332,262.97,521210.395,9309225.306040002,17.860782124347313
Hogan Kathleen T,"EVP, Human Resources",-757.758,08/30/2022,F,757.758,265.23,191718.1206,200980.15434000004,1.0483106850359978
Hogan Kathleen T,"EVP, Human Resources",0.0,08/31/2022,A,0.0,0.0,220803.1206,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",-14096.52,08/31/2022,F,14096.52,262.97,206706.6006,3706961.8644000003,17.933446990274778
Hogan Kathleen T,"EVP, Human Resources",-261.0,08/11/2022,G,261.0,0.0,206445.6006,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-829.498,08/30/2022,F,829.498,265.23,99090.7535,220007.75454000002,2.2202652292880183
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,08/31/2022,A,0.0,0.0,129144.7535,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-14314.745,08/31/2022,F,14314.745,262.97,0.0,3764348.4926500004,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-1170.991,08/30/2022,F,1170.991,265.23,124676.674,310581.94293,2.4910990401460342
Althoff Judson,"EVP, Chief Commercial Officer",0.0,08/31/2022,A,0.0,0.0,167010.674,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-20815.533,08/31/2022,F,20815.533,262.97,146195.141,5473860.71301,37.44215215066553
Jolla Alice L.,Chief Accounting Officer,-177.469,07/15/2022,F,177.469,254.08,62102.413,45091.32352,0.7260800561807477
Jolla Alice L.,Chief Accounting Officer,0.0,06/14/2022,A,0.0,0.0,62279.882,0.0,0.0
WARRIOR PADMASREE,Director,0.0,,,0.0,0.0,12787.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,27279.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,3523.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
List Teri,Director,0.0,05/31/2022,A,0.0,0.0,1654.0,0.0,0.0
WARRIOR PADMASREE,Director,0.0,05/31/2022,A,0.0,0.0,12787.0,0.0,0.0
Walmsley Emma N,Director,0.0,05/31/2022,A,0.0,0.0,9033.299,0.0,0.0
Walmsley Emma N,Director,-64.5,05/31/2022,F,64.5,273.24,8968.799,17623.98,1.9650323304156998
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
STANTON JOHN W,Director,0.0,05/31/2022,A,0.0,0.0,76456.0,0.0,0.0
STANTON JOHN W,Director,0.0,,,0.0,0.0,7243.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,05/31/2022,A,0.0,0.0,42443.0,0.0,0.0
SCHARF CHARLES W,Director,0.0,,,0.0,0.0,525.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
Johnston Hugh F,Director,0.0,05/31/2022,A,0.0,0.0,6400.0,0.0,0.0
Johnston Hugh F,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Jolla Alice L.,Chief Accounting Officer,-389.949,05/31/2022,F,389.949,273.24,62163.882,106549.66476,1.7140124028933714
Jolla Alice L.,Chief Accounting Officer,-0.0,04/18/2022,F,0.0,279.83,62553.8306,0.0,0.0
Hogan Kathleen T,"EVP, Human Resources",-20.0,04/12/2022,G,20.0,0.0,0.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",-2500.0,04/05/2022,G,2500.0,0.0,0.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Capossela Christopher C,"EVP, Chief Marketing Officer",0.0,,,0.0,0.0,1304.0,0.0,0.0
Althoff Judson,"EVP, Chief Commercial Officer",-11012.337,03/28/2022,F,11012.337,303.68,125847.665,3344226.50016,26.573607862807783
WARRIOR PADMASREE,Director,0.0,,,0.0,0.0,12383.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,1066.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,14483.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,6400.0,0.0,0.0
THOMPSON JOHN WENDELL,Director,0.0,,,0.0,0.0,6396.0,0.0,0.0
Rodriguez Carlos A,Director,0.0,,,0.0,0.0,0.0,0.0,0.0
PRITZKER PENNY S,Director,0.0,,,0.0,0.0,12000.0,0.0,0.0
PETERSON SANDRA E,Director,0.0,,,0.0,0.0,5400.0,0.0,0.0
List Teri,Director,0.0,,,0.0,0.0,1654.0,0.0,0.0
Hoffman Reid,Director,0.0,,,0.0,0.0,15905.0,0.0,0.0
Young Christopher David,"EVP, Business Development",-1072.836,02/28/2022,F,1072.836,297.31,99437.164,318964.87116,3.2077028178317715
Young Christopher David,"EVP, Business Development",0.0,,,0.0,0.0,1500.0,0.0,0.0
SMITH BRADFORD L,President and Vice Chair,-4763.145,02/28/2022,F,4763.145,297.31,583740.855,1416130.6399500002,2.425957730763937
Nadella Satya,"Director, Chief Executive Officer",-13214.753,02/28/2022,F,13214.753,297.31,817576.247,3928878.21443,4.8055190312176475
